date,day_name,expiry,expiry_day_name,dte,is_expiry_day,entry_time,spot,atm,ce_entry,pe_entry,diff_pct,comb_premium,exit_time,exit_reason,pnl_pts,gross_inr,costs_inr,net_inr,leg_sl_hits,ce_shifts,pe_shifts,orders,cum_gross_inr,cum_net_inr,peak_net,drawdown_net
2025-12-02,Tuesday,2025-12-02,Tuesday,0,True,09:32,26132.0,26150.0,46.95,49.6,5.31,96.55,12:44,Target Hit (+20%),19.88,1292.2,160.19,1132.01,2,0,1,6,5762.249999999999,-2146.5800000000017,9375.41,-11521.990000000002
2025-12-03,Wednesday,2025-12-09,Tuesday,6,False,10:14,25928.2,25950.0,140.15,127.0,9.36,267.15,15:15,EOD Exit (15:15),13.72,891.8,199.69,692.11,1,1,0,6,6654.049999999999,-1454.4700000000016,9375.41,-10829.880000000001
2025-12-04,Thursday,2025-12-09,Tuesday,5,False,09:37,26025.25,26050.0,113.35,115.9,2.19,229.25,15:15,EOD Exit (15:15),12.95,841.75,253.2,588.55,2,1,1,8,7495.799999999999,-865.9200000000017,9375.41,-10241.330000000002
2025-12-05,Friday,2025-12-09,Tuesday,4,False,09:30,26030.9,26050.0,105.65,97.7,7.5,203.35,15:15,EOD Exit (15:15),25.01,1625.65,185.42,1440.23,2,1,0,6,9121.449999999999,574.3099999999984,9375.41,-8801.100000000002
2025-12-08,Monday,2025-12-09,Tuesday,1,False,09:31,26129.05,26150.0,71.35,71.25,0.14,142.6,13:54,Target Hit (+20%),28.66,1862.9,169.51,1693.39,2,0,1,6,10984.349999999999,2267.6999999999985,9375.41,-7107.710000000001
2025-12-09,Tuesday,2025-12-09,Tuesday,0,True,09:53,25736.2,25750.0,56.3,56.7,0.7,113.0,11:12,Target Hit (+20%),22.9,1488.5,162.68,1325.82,2,1,0,6,12472.849999999999,3593.5199999999986,9375.41,-5781.890000000001
2025-12-10,Wednesday,2025-12-16,Tuesday,6,False,10:16,25926.0,25950.0,130.6,117.55,9.97,248.15,15:15,EOD Exit (15:15),14.31,930.15,193.39,736.76,2,0,1,6,13402.999999999998,4330.279999999999,9375.41,-5045.130000000001
2025-12-11,Thursday,2025-12-16,Tuesday,5,False,09:38,25729.8,25750.0,127.75,115.65,9.45,243.4,15:15,EOD Exit (15:15),23.71,1541.15,193.62,1347.53,2,1,0,6,14944.149999999998,5677.809999999999,9375.41,-3697.6000000000013
2025-12-12,Friday,2025-12-16,Tuesday,4,False,09:31,26032.35,26050.0,98.1,89.75,8.49,187.85,15:15,EOD Exit (15:15),-15.33,-996.45,181.09,-1177.54,2,0,1,6,13947.699999999997,4500.269999999999,9375.41,-4875.140000000001
2025-12-15,Monday,2025-12-16,Tuesday,1,False,09:49,25937.7,25950.0,70.55,77.4,8.82,147.95,15:15,EOD Exit (15:15),21.31,1385.15,170.35,1214.8,2,1,0,6,15332.849999999997,5715.069999999999,9375.41,-3660.340000000001
2025-12-16,Tuesday,2025-12-16,Tuesday,0,True,09:59,25906.1,25900.0,46.75,43.95,5.95,90.7,11:48,Target Hit (+20%),18.31,1190.15,157.9,1032.25,1,0,1,6,16522.999999999996,6747.319999999999,9375.41,-2628.090000000001
